Financ,Procedim,Descrição,Fisico,Medio/Unit,Orçamentario,% Incremento,Valor Increm,Total Orçado,Apuração,Competência,Num_CNES,Nome_estabelecimento
MAC,030204004,ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE PRE/POS CIRURGIA,600,"6,35","3.810,00","0,00","0,00","3.810,00",Sub-Grupo,202506,3728048,REABILITAR
MAC,030204005,ATENDIMENTO FISIOTERAPEUTICO NAS DISFUNCOES VASCULARES PE,600,"4,67","2.802,00","0,00","0,00","2.802,00",Sub-Grupo,202506,3728048,REABILITAR
MAC,030205001,ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OP,3405,"6,35","21.621,75","0,00","0,00","21.621,75",Sub-Grupo,202506,3728048,REABILITAR
MAC,030205002,ATENDIMENTO FISIOTERAPEUTICO NAS ALTERACOES MOTORAS,3405,"4,67","15.901,35","0,00","0,00","15.901,35",Sub-Grupo,202506,3728048,REABILITAR
MAC,030206001,ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS,175,"4,67","817,25","0,00","0,00","817,25",Sub-Grupo,202506,3728048,REABILITAR
MAC,030206002,ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS,75,"6,35","476,25","0,00","0,00","476,25",Sub-Grupo,202506,3728048,REABILITAR
MAC,030206003,ATENDIMENTO FISIOTERAPEUTICO NAS DESORDENS DO DESENVOLVIM,175,"4,67","817,25","0,00","0,00","817,25",Sub-Grupo,202506,3728048,REABILITAR
MAC,030206004,ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE C/ COMPROMETIMEN,75,"6,35","476,25","0,00","0,00","476,25",Sub-Grupo,202506,3728048,REABILITAR
MAC,030206005,ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS-OPERA,250,"6,35","1.587,50","0,00","0,00","1.587,50",Sub-Grupo,202506,3728048,REABILITAR
MAC,010101002,ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO ESPE,10,"2,70","27,00","0,00","0,00","27,00",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,020101023,BIOPSIA DE GLANDULA SALIVAR,5,"31,27","156,35","0,00","0,00","156,35",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,020101034,BIOPSIA DE OSSO DO CRANIO E DA FACE,5,"23,99","119,95","0,00","0,00","119,95",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,020101052,BIOPSIA DOS TECIDOS MOLES DA BOCA,10,"21,56","215,60","0,00","0,00","215,60",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030101004,CONSULTA DE PROFISSIONAIS DE NIVEL SUPERIOR NA ATENCAO ES,20,"6,30","126,00","0,00","0,00","126,00",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702003,TRATAMENTO ENDODONTICO DE DENTE DECiDUO,5,"5,59","27,95","0,00","0,00","27,95",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702004,TRATAMENTO ENDODONTICO DE DENTE PERMANENTE BIRRADICULAR,10,"5,71","57,10","0,00","0,00","57,10",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702005,TRATAMENTO ENDODONTICO DE DENTE PERMANENTE COM TRES OU MA,10,"6,95","69,50","0,00","0,00","69,50",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702006,TRATAMENTO ENDODONTICO DE DENTE PERMANENTE UNIRRADICULAR,10,"4,41","44,10","0,00","0,00","44,10",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702008,RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE BI-RADICULAR,10,"5,71","57,10","0,00","0,00","57,10",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702009,RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE COM 3 OU MAI,10,"6,95","69,50","0,00","0,00","69,50",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702010,RETRATAMENTO ENDODONTICO EM DENTE PERMANENTE UNI-RADICULA,10,"4,41","44,10","0,00","0,00","44,10",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030702011,SELAMENTO DE PERFURACAO RADICULAR,5,"2,56","12,80","0,00","0,00","12,80",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,030703003,RASPAGEM CORONO-RADICULAR (POR SEXTANTE),20,"1,24","24,80","0,00","0,00","24,80",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,040402005,DRENAGEM DE ABSCESSO DA BOCA E ANEXOS,10,"14,07","140,70","0,00","0,00","140,70",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,040402008,EXCISAO DE RANULA OU FENOMENO DE RETENCAO SALIVAR,1,"21,64","21,64","0,00","0,00","21,64",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,040402009,EXCISAO E SUTURA DE LESAO NA BOCA,10,"28,00","280,00","0,00","0,00","280,00",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,040402048,OSTEOTOMIA DAS FRATURAS ALVEOLO-DENTARIAS,5,"52,00","260,00","0,00","0,00","260,00",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041401037,TRATAMENTO CIRURGICO DE DENTE INCLUSO EM PACIENTE COM ANO,1,"126,00","126,00","0,00","0,00","126,00",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402003,APROFUNDAMENTO DE VESTiBULO ORAL (POR SEXTANTE),1,"21,92","21,92","0,00","0,00","21,92",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402004,CORRECAO DE BRIDAS MUSCULARES,1,"12,98","12,98","0,00","0,00","12,98",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402005,CORRECAO DE IRREGULARIDADES DE REBORDO ALVEOLAR,1,"21,92","21,92","0,00","0,00","21,92",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402006,CORRECAO DE TUBEROSIDADE DO MAXILAR,1,"12,98","12,98","0,00","0,00","12,98",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402007,CURETAGEM PERIAPICAL,1,"21,92","21,92","0,00","0,00","21,92",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402008,ENXERTO GENGIVAL,5,"12,98","64,90","0,00","0,00","64,90",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402009,ENXERTO OSSEO DE AREA DOADORA INTRABUCAL,1,"21,92","21,92","0,00","0,00","21,92",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402014,EXODONTIA MULTIPLA COM ALVEOLOPLASTIA POR SEXTANTE,10,"12,98","129,80","0,00","0,00","129,80",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402015,GENGIVECTOMIA (POR SEXTANTE),10,"15,02","150,20","0,00","0,00","150,20",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402016,GENGIVOPLASTIA (POR SEXTANTE),10,"12,98","129,80","0,00","0,00","129,80",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402021,ODONTOSECCAO / RADILECTOMIA / TUNELIZACAO,5,"19,18","95,90","0,00","0,00","95,90",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402024,REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO),1,"19,18","19,18","0,00","0,00","19,18",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402027,REMOCAO DE DENTE RETIDO (INCLUSO / IMPACTADO),5,"22,72","113,60","0,00","0,00","113,60",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402029,REMOCAO DE TORUS E EXOSTOSES,5,"11,36","56,80","0,00","0,00","56,80",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402036,TRATAMENTO CIRURGICO PARA TRACIONAMENTO DENTAL,2,"22,72","45,44","0,00","0,00","45,44",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,041402037,TRATAMENTO CIRURGICO PERIODONTAL (POR SEXTANTE),10,"12,98","129,80","0,00","0,00","129,80",Sub-Grupo,202506,3808939,CEO DAMOS
MAC,020201012,DOSAGEM DE ACIDO URICO,28,"1,85","51,80","0,00","0,00","51,80",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201027,DOSAGEM DE COLESTEROL HDL,188,"3,51","659,88","0,00","0,00","659,88",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201028,DOSAGEM DE COLESTEROL LDL,186,"3,51","652,86","0,00","0,00","652,86",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201029,DOSAGEM DE COLESTEROL TOTAL,223,"1,85","412,55","0,00","0,00","412,55",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201031,DOSAGEM DE CREATININA,60,"1,85","111,00","0,00","0,00","111,00",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201047,DOSAGEM DE GLICOSE,357,"1,85","660,45","0,00","0,00","660,45",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201064,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),53,"2,01","106,53","0,00","0,00","106,53",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201065,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),51,"2,01","102,51","0,00","0,00","102,51",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201067,DOSAGEM DE TRIGLICERIDEOS,216,"3,51","758,16","0,00","0,00","758,16",Proced.,202506,3844005,PRO ANALYSIS
MAC,020201069,DOSAGEM DE UREIA,60,"1,85","111,00","0,00","0,00","111,00",Proced.,202506,3844005,PRO ANALYSIS
MAC,020202015,DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),42,"2,73","114,66","0,00","0,00","114,66",Proced.,202506,3844005,PRO ANALYSIS
MAC,020202038,HEMOGRAMA COMPLETO,597,"4,11","2.453,67","0,00","0,00","2.453,67",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203007,DETERMINACAO DE FATOR REUMATOIDE,18,"2,83","50,94","0,00","0,00","50,94",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203010,DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),15,"16,42","246,30","0,00","0,00","246,30",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203030,PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),59,"10,00","590,00","0,00","0,00","590,00",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203031,PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,4,"18,55","74,20","0,00","0,00","74,20",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203047,PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),25,"2,83","70,75","0,00","0,00","70,75",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203067,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI,57,"18,55","1.057,35","0,00","0,00","1.057,35",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203074,PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,3,"11,00","33,00","0,00","0,00","33,00",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203076,PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,6,"16,97","101,82","0,00","0,00","101,82",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203078,PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL,53,"18,55","983,15","0,00","0,00","983,15",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203081,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,6,"17,16","102,96","0,00","0,00","102,96",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203085,PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,3,"11,61","34,83","0,00","0,00","34,83",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203087,PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,6,"18,55","111,30","0,00","0,00","111,30",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203092,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,6,"17,16","102,96","0,00","0,00","102,96",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203097,PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B,58,"18,55","1.075,90","0,00","0,00","1.075,90",Proced.,202506,3844005,PRO ANALYSIS
MAC,020203111,TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,62,"2,83","175,46","0,00","0,00","175,46",Proced.,202506,3844005,PRO ANALYSIS
MAC,020204012,PESQUISA DE OVOS E CISTOS DE PARASITAS,558,"1,65","920,70","0,00","0,00","920,70",Proced.,202506,3844005,PRO ANALYSIS
MAC,020205001,"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA U",564,"3,70","2.086,80","0,00","0,00","2.086,80",Proced.,202506,3844005,PRO ANALYSIS
MAC,020206021,"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",23,"7,85","180,55","0,00","0,00","180,55",Proced.,202506,3844005,PRO ANALYSIS
MAC,020206023,DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),5,"7,89","39,45","0,00","0,00","39,45",Proced.,202506,3844005,PRO ANALYSIS
MAC,020206024,DOSAGEM DE HORMONIO LUTEINIZANTE (LH),5,"8,97","44,85","0,00","0,00","44,85",Proced.,202506,3844005,PRO ANALYSIS
MAC,020206025,DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),15,"8,96","134,40","0,00","0,00","134,40",Proced.,202506,3844005,PRO ANALYSIS
MAC,020206030,DOSAGEM DE PROLACTINA,3,"10,15","30,45","0,00","0,00","30,45",Proced.,202506,3844005,PRO ANALYSIS
MAC,020208004,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),20,"4,20","84,00","0,00","0,00","84,00",Proced.,202506,3844005,PRO ANALYSIS
MAC,020208007,BACTERIOSCOPIA (GRAM),40,"2,80","112,00","0,00","0,00","112,00",Proced.,202506,3844005,PRO ANALYSIS
MAC,020212002,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO,63,"1,37","86,31","0,00","0,00","86,31",Proced.,202506,3844005,PRO ANALYSIS
MAC,020212008,PESQUISA DE FATOR RH (INCLUI D FRACO),60,"1,37","82,20","0,00","0,00","82,20",Proced.,202506,3844005,PRO ANALYSIS
MAC,010101002,ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO ESPE,30,"2,70","81,00","0,00","0,00","81,00",Proced.,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020101002,BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,30,"14,10","423,00","0,00","0,00","423,00",Proced.,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020101015,BIOPSIA DE ENDOMETRIO,5,"18,33","91,65","0,00","0,00","91,65",Proced.,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020101041,BIOPSIA DE PROSTATA,5,"202,81","1.014,05","0,00","0,00","1.014,05",Proced.,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020101056,BIOPSIA/EXERESE DE NODULO DE MAMA,5,"70,00","350,00","0,00","0,00","350,00",Proced.,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020101066,BIOPSIA DO COLO UTERINO,5,"18,33","91,65","0,00","0,00","91,65",Proced.,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201012,DOSAGEM DE ACIDO URICO,10,"1,85","18,50","0,00","0,00","18,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201018,DOSAGEM DE AMILASE,10,"2,25","22,50","0,00","0,00","22,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201020,DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,80,"2,01","160,80","0,00","0,00","160,80",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201021,DOSAGEM DE CALCIO,115,"1,85","212,75","0,00","0,00","212,75",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201026,DOSAGEM DE CLORETO,115,"1,85","212,75","0,00","0,00","212,75",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201027,DOSAGEM DE COLESTEROL HDL,10,"3,51","35,10","0,00","0,00","35,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201028,DOSAGEM DE COLESTEROL LDL,10,"3,51","35,10","0,00","0,00","35,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201029,DOSAGEM DE COLESTEROL TOTAL,10,"1,85","18,50","0,00","0,00","18,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201031,DOSAGEM DE CREATININA,330,"1,85","610,50","0,00","0,00","610,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201032,DOSAGEM DE CREATINOFOSFOQUINASE (CPK),10,"3,68","36,80","0,00","0,00","36,80",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201033,DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,20,"4,12","82,40","0,00","0,00","82,40",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201036,DOSAGEM DE DESIDROGENASE LATICA,5,"3,68","18,40","0,00","0,00","18,40",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201039,DOSAGEM DE FERRO SERICO,5,"3,51","17,55","0,00","0,00","17,55",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201042,DOSAGEM DE FOSFATASE ALCALINA,15,"2,01","30,15","0,00","0,00","30,15",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201046,DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),15,"3,51","52,65","0,00","0,00","52,65",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201047,DOSAGEM DE GLICOSE,90,"1,85","166,50","0,00","0,00","166,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201053,DOSAGEM DE LACTATO,110,"3,68","404,80","0,00","0,00","404,80",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201055,DOSAGEM DE LIPASE,100,"2,25","225,00","0,00","0,00","225,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201056,DOSAGEM DE MAGNESIO,10,"2,01","20,10","0,00","0,00","20,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201057,DOSAGEM DE MUCO-PROTEINAS,5,"2,01","10,05","0,00","0,00","10,05",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201060,DOSAGEM DE POTASSIO,100,"1,85","185,00","0,00","0,00","185,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201061,DOSAGEM DE PROTEINAS TOTAIS,1,"1,40","1,40","0,00","0,00","1,40",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201063,DOSAGEM DE SODIO,100,"1,85","185,00","0,00","0,00","185,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201064,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),110,"2,01","221,10","0,00","0,00","221,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201065,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),110,"2,01","221,10","0,00","0,00","221,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201067,DOSAGEM DE TRIGLICERIDEOS,20,"3,51","70,20","0,00","0,00","70,20",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201069,DOSAGEM DE UREIA,315,"1,85","582,75","0,00","0,00","582,75",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201073,GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFIC,110,"15,65","1.721,50","0,00","0,00","1.721,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020201079,DOSAGEM DE PEPTiDEOS NATRIURETICOS TIPO B (BNP E NT-PROBN,5,"27,00","135,00","0,00","0,00","135,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202002,CONTAGEM DE PLAQUETAS,870,"2,73","2.375,10","0,00","0,00","2.375,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202007,DETERMINACAO DE TEMPO DE COAGULACAO,25,"2,73","68,25","0,00","0,00","68,25",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202009,DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,25,"2,73","68,25","0,00","0,00","68,25",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202015,DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),10,"2,73","27,30","0,00","0,00","27,30",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202036,"ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",870,"2,73","2.375,10","0,00","0,00","2.375,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202038,HEMOGRAMA COMPLETO,870,"4,11","3.575,70","0,00","0,00","3.575,70",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202039,LEUCOGRAMA,870,"2,73","2.375,10","0,00","0,00","2.375,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020202050,PROVA DO LACO,25,"2,73","68,25","0,00","0,00","68,25",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020203020,DOSAGEM DE PROTEINA C REATIVA,300,"2,83","849,00","0,00","0,00","849,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020203047,PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),5,"2,83","14,15","0,00","0,00","14,15",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020203063,PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO V,30,"18,55","556,50","0,00","0,00","556,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020203067,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI,30,"18,55","556,50","0,00","0,00","556,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020203097,PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B,30,"18,55","556,50","0,00","0,00","556,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020203111,TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,50,"2,83","141,50","0,00","0,00","141,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020203120,DOSAGEM DE TROPONINA,100,"9,00","900,00","0,00","0,00","900,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020204010,PESQUISA DE LEVEDURAS NAS FEZES,10,"1,65","16,50","0,00","0,00","16,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020204012,PESQUISA DE OVOS E CISTOS DE PARASITAS,10,"1,65","16,50","0,00","0,00","16,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020205001,"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA U",250,"3,70","925,00","0,00","0,00","925,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020208004,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),3,"4,20","12,60","0,00","0,00","12,60",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020208005,BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE),1,"4,20","4,20","0,00","0,00","4,20",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020208006,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE),5,"4,20","21,00","0,00","0,00","21,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020208007,BACTERIOSCOPIA (GRAM),1,"2,80","2,80","0,00","0,00","2,80",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020208014,EXAME MICROBIOLOGICO A FRESCO (DIRETO),1,"2,80","2,80","0,00","0,00","2,80",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020209030,PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE,6,"1,89","11,34","0,00","0,00","11,34",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020212008,PESQUISA DE FATOR RH (INCLUI D FRACO),35,"1,37","47,95","0,00","0,00","47,95",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020212010,TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B,35,"5,79","202,65","0,00","0,00","202,65",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020401006,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ),1,"6,88","6,88","0,00","0,00","6,88",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020401008,RADIOGRAFIA DE CRANIO (PA + LATERAL),150,"7,52","1.128,00","0,00","0,00","1.128,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020401011,RADIOGRAFIA DE MAXILAR (PA + OBLIQUA),10,"7,20","72,00","0,00","0,00","72,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020401012,RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ),25,"8,38","209,50","0,00","0,00","209,50",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020401014,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ),50,"7,32","366,00","0,00","0,00","366,00",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020402003,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQ,70,"8,33","583,10","0,00","0,00","583,10",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
MAC,020402004,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXA,30,"8,19","245,70","0,00","0,00","245,70",Grupo,202506,4005759,HOSPITAL MUNICIPAL DE MOSQUEIRO
